<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
PPX-TDG,1,20220202,222900,683.8000000,683.8000000,683.8000000,683.8000000
PPX-TDG,1,20220203,000300,684.3000000,684.3000000,684.3000000,684.3000000
PPX-TDG,1,20220203,002700,684.3000000,684.3000000,684.3000000,684.3000000
PPX-TDG,1,20220203,100200,668.0000000,670.0000000,668.0000000,670.0000000
PPX-TDG,1,20220203,105300,672.0000000,672.0000000,672.0000000,672.0000000
PPX-TDG,1,20220203,110200,670.0000000,670.0000000,668.9000000,669.5000000
PPX-TDG,1,20220203,110300,670.6000000,670.6000000,670.6000000,670.6000000
PPX-TDG,1,20220203,110900,667.3000000,667.3000000,667.3000000,667.3000000
PPX-TDG,1,20220203,111500,664.9000000,664.9000000,664.9000000,664.9000000
PPX-TDG,1,20220203,111700,667.7000000,667.7000000,667.7000000,667.7000000
PPX-TDG,1,20220203,114200,676.0000000,676.0000000,675.5000000,675.5000000
PPX-TDG,1,20220203,114800,674.1000000,674.1000000,674.0000000,674.0000000
PPX-TDG,1,20220203,115600,673.5000000,673.5000000,673.5000000,673.5000000
PPX-TDG,1,20220203,115900,672.4000000,672.4000000,672.4000000,672.4000000
PPX-TDG,1,20220203,120200,672.7000000,672.7000000,672.7000000,672.7000000
PPX-TDG,1,20220203,120300,672.8000000,672.8000000,672.7000000,672.7000000
PPX-TDG,1,20220203,120900,671.7000000,671.7000000,671.7000000,671.7000000
PPX-TDG,1,20220203,121700,674.0000000,674.0000000,674.0000000,674.0000000
PPX-TDG,1,20220203,123500,674.8000000,674.8000000,674.8000000,674.8000000
PPX-TDG,1,20220203,125600,674.8000000,674.8000000,674.8000000,674.8000000
PPX-TDG,1,20220203,130400,676.4000000,676.4000000,676.4000000,676.4000000
PPX-TDG,1,20220203,130800,678.6000000,678.6000000,678.6000000,678.6000000
PPX-TDG,1,20220203,134800,675.5000000,675.6000000,675.5000000,675.6000000
PPX-TDG,1,20220203,142200,671.0000000,671.0000000,671.0000000,671.0000000
PPX-TDG,1,20220203,143200,672.8000000,672.8000000,672.8000000,672.8000000
PPX-TDG,1,20220203,144100,673.6000000,673.6000000,673.6000000,673.6000000
PPX-TDG,1,20220203,144300,673.9000000,673.9000000,673.9000000,673.9000000
PPX-TDG,1,20220203,144900,674.6000000,674.6000000,674.6000000,674.6000000
PPX-TDG,1,20220203,145200,675.1000000,675.1000000,675.1000000,675.1000000
PPX-TDG,1,20220203,164700,670.3000000,670.3000000,670.3000000,670.3000000
PPX-TDG,1,20220203,165500,668.0000000,668.0000000,668.0000000,668.0000000
PPX-TDG,1,20220203,170400,665.1000000,665.1000000,665.1000000,665.1000000
PPX-TDG,1,20220203,171300,666.0000000,666.0000000,666.0000000,666.0000000
PPX-TDG,1,20220203,173200,659.1000000,659.1000000,659.1000000,659.1000000
PPX-TDG,1,20220203,174100,658.0000000,658.0000000,658.0000000,658.0000000
PPX-TDG,1,20220203,175000,658.4000000,658.4000000,658.4000000,658.4000000
PPX-TDG,1,20220203,185100,661.4000000,661.4000000,661.4000000,661.4000000
PPX-TDG,1,20220203,192400,659.0000000,659.0000000,659.0000000,659.0000000
PPX-TDG,1,20220203,193700,659.9000000,659.9000000,659.9000000,659.9000000
PPX-TDG,1,20220203,203700,659.7000000,659.7000000,659.7000000,659.7000000
PPX-TDG,1,20220203,205700,657.9000000,657.9000000,657.9000000,657.9000000
PPX-TDG,1,20220203,215500,658.5000000,658.5000000,658.5000000,658.5000000
PPX-TDG,1,20220203,231500,655.3000000,655.3000000,655.3000000,655.3000000
PPX-TDG,1,20220204,000300,654.8000000,654.8000000,654.8000000,654.8000000
PPX-TDG,1,20220204,002700,654.8000000,654.8000000,654.8000000,654.8000000
PPX-TDG,1,20220204,100100,658.7000000,658.7000000,658.7000000,658.7000000
PPX-TDG,1,20220204,102200,658.2000000,658.2000000,658.2000000,658.2000000
PPX-TDG,1,20220204,104500,658.0000000,658.0000000,658.0000000,658.0000000
PPX-TDG,1,20220204,104600,657.9000000,657.9000000,657.9000000,657.9000000
PPX-TDG,1,20220204,104700,658.0000000,658.0000000,658.0000000,658.0000000
PPX-TDG,1,20220204,110600,661.3000000,661.3000000,661.3000000,661.3000000
PPX-TDG,1,20220204,112200,660.8000000,660.8000000,660.8000000,660.8000000
PPX-TDG,1,20220204,113000,657.8000000,657.8000000,657.8000000,657.8000000
PPX-TDG,1,20220204,113600,658.6000000,658.6000000,658.6000000,658.6000000
PPX-TDG,1,20220204,114300,656.5000000,656.5000000,656.5000000,656.5000000
PPX-TDG,1,20220204,114800,655.5000000,655.5000000,655.5000000,655.5000000
PPX-TDG,1,20220204,115100,654.0000000,654.0000000,654.0000000,654.0000000
PPX-TDG,1,20220204,115300,654.3000000,654.3000000,654.3000000,654.3000000
PPX-TDG,1,20220204,120900,657.7000000,657.7000000,657.7000000,657.7000000
PPX-TDG,1,20220204,125000,654.7000000,654.7000000,654.7000000,654.7000000
PPX-TDG,1,20220204,130700,654.9000000,654.9000000,654.9000000,654.9000000
PPX-TDG,1,20220204,131600,655.3000000,655.3000000,655.3000000,655.3000000
PPX-TDG,1,20220204,134700,656.2000000,656.2000000,656.2000000,656.2000000
PPX-TDG,1,20220204,135300,657.6000000,657.6000000,657.6000000,657.6000000
PPX-TDG,1,20220204,141600,654.7000000,654.7000000,654.7000000,654.7000000
PPX-TDG,1,20220204,144700,652.4000000,652.4000000,652.4000000,652.4000000
PPX-TDG,1,20220204,144800,652.7000000,652.7000000,652.7000000,652.7000000
PPX-TDG,1,20220204,154400,653.0000000,653.0000000,653.0000000,653.0000000
PPX-TDG,1,20220204,155200,654.9000000,654.9000000,654.9000000,654.9000000
PPX-TDG,1,20220204,161000,653.5000000,653.5000000,653.5000000,653.5000000
PPX-TDG,1,20220204,161100,653.4000000,653.4000000,653.4000000,653.4000000
PPX-TDG,1,20220204,161200,653.4000000,653.4000000,653.4000000,653.4000000
PPX-TDG,1,20220204,161900,652.4000000,652.4000000,652.4000000,652.4000000
PPX-TDG,1,20220204,162300,651.9000000,651.9000000,651.9000000,651.9000000
PPX-TDG,1,20220204,163300,650.0000000,650.0000000,650.0000000,650.0000000
PPX-TDG,1,20220204,163500,649.0000000,649.0000000,649.0000000,649.0000000
PPX-TDG,1,20220204,164500,649.6000000,649.6000000,649.6000000,649.6000000
PPX-TDG,1,20220204,172500,650.5000000,650.8000000,650.5000000,650.8000000
PPX-TDG,1,20220204,173400,650.8000000,650.8000000,650.8000000,650.8000000
PPX-TDG,1,20220204,173500,650.8000000,650.8000000,650.8000000,650.8000000
PPX-TDG,1,20220204,180400,652.7000000,652.7000000,652.7000000,652.7000000
PPX-TDG,1,20220204,180800,653.4000000,653.4000000,653.1000000,653.1000000
PPX-TDG,1,20220204,181000,652.5000000,652.5000000,652.5000000,652.5000000
PPX-TDG,1,20220204,183900,654.0000000,654.0000000,654.0000000,654.0000000
PPX-TDG,1,20220207,100100,657.7000000,657.7000000,657.7000000,657.7000000
PPX-TDG,1,20220207,101700,657.9000000,657.9000000,657.9000000,657.9000000
PPX-TDG,1,20220207,102300,657.7000000,657.7000000,657.7000000,657.7000000
PPX-TDG,1,20220207,102500,657.6000000,657.6000000,657.6000000,657.6000000
PPX-TDG,1,20220207,103300,658.5000000,658.5000000,658.5000000,658.5000000
PPX-TDG,1,20220207,110100,653.7000000,653.7000000,653.7000000,653.7000000
PPX-TDG,1,20220207,110900,652.0000000,652.0000000,652.0000000,652.0000000
PPX-TDG,1,20220207,111000,650.0000000,650.0000000,650.0000000,650.0000000
PPX-TDG,1,20220207,112600,649.4000000,649.4000000,649.4000000,649.4000000
PPX-TDG,1,20220207,113500,646.6000000,646.6000000,646.6000000,646.6000000
PPX-TDG,1,20220207,115200,649.6000000,649.6000000,649.6000000,649.6000000
PPX-TDG,1,20220207,123800,649.6000000,649.6000000,649.6000000,649.6000000
PPX-TDG,1,20220207,132100,648.1000000,648.1000000,648.1000000,648.1000000
PPX-TDG,1,20220207,134200,646.7000000,646.7000000,646.7000000,646.7000000
PPX-TDG,1,20220207,140500,645.1000000,645.1000000,645.1000000,645.1000000
PPX-TDG,1,20220207,140900,644.3000000,644.3000000,644.3000000,644.3000000
PPX-TDG,1,20220207,141100,644.6000000,644.6000000,644.6000000,644.6000000
PPX-TDG,1,20220207,142000,642.7000000,642.7000000,642.7000000,642.7000000
PPX-TDG,1,20220207,142200,643.6000000,643.6000000,643.6000000,643.6000000
PPX-TDG,1,20220207,154600,644.0000000,644.0000000,644.0000000,644.0000000
PPX-TDG,1,20220207,160800,643.6000000,643.6000000,643.6000000,643.6000000
PPX-TDG,1,20220207,160900,644.1000000,644.1000000,644.1000000,644.1000000
PPX-TDG,1,20220207,162100,643.9000000,643.9000000,643.9000000,643.9000000
PPX-TDG,1,20220207,163000,643.0000000,643.0000000,643.0000000,643.0000000
PPX-TDG,1,20220207,163800,642.1000000,642.1000000,642.1000000,642.1000000
PPX-TDG,1,20220207,174200,647.2000000,647.2000000,647.2000000,647.2000000
PPX-TDG,1,20220207,181500,648.2000000,648.2000000,648.2000000,648.2000000
PPX-TDG,1,20220207,185300,652.6000000,652.6000000,652.6000000,652.6000000
PPX-TDG,1,20220207,191100,650.1000000,650.1000000,650.1000000,650.1000000
PPX-TDG,1,20220207,192000,650.1000000,650.1000000,650.1000000,650.1000000
PPX-TDG,1,20220207,193700,649.9000000,649.9000000,649.9000000,649.9000000
PPX-TDG,1,20220207,202200,648.2000000,648.2000000,648.2000000,648.2000000
PPX-TDG,1,20220207,224400,652.0000000,652.0000000,652.0000000,652.0000000
PPX-TDG,1,20220208,000300,649.5000000,649.5000000,649.5000000,649.5000000
PPX-TDG,1,20220208,002700,649.5000000,649.5000000,649.5000000,649.5000000
PPX-TDG,1,20220208,120200,653.8000000,653.8000000,653.8000000,653.8000000
PPX-TDG,1,20220208,120300,653.4000000,653.4000000,653.4000000,653.4000000
PPX-TDG,1,20220208,131600,650.0000000,650.0000000,650.0000000,650.0000000
PPX-TDG,1,20220208,141800,647.9000000,647.9000000,647.9000000,647.9000000
PPX-TDG,1,20220208,142800,646.7000000,646.7000000,646.7000000,646.7000000
PPX-TDG,1,20220208,144600,644.0000000,644.0000000,644.0000000,644.0000000
PPX-TDG,1,20220208,145400,643.9000000,643.9000000,643.9000000,643.9000000
PPX-TDG,1,20220208,161900,643.9000000,643.9000000,643.9000000,643.9000000
PPX-TDG,1,20220208,162700,643.4000000,643.4000000,643.4000000,643.4000000
PPX-TDG,1,20220208,163900,643.0000000,643.0000000,643.0000000,643.0000000
PPX-TDG,1,20220208,171200,640.9000000,640.9000000,640.9000000,640.9000000
PPX-TDG,1,20220208,171600,640.5000000,640.5000000,640.5000000,640.5000000
PPX-TDG,1,20220208,171700,640.0000000,640.0000000,639.9000000,639.9000000
PPX-TDG,1,20220208,172200,640.4000000,640.4000000,640.4000000,640.4000000
PPX-TDG,1,20220208,172300,640.1000000,640.1000000,640.1000000,640.1000000
PPX-TDG,1,20220208,175100,638.6000000,638.9000000,638.6000000,638.9000000
PPX-TDG,1,20220208,175800,638.4000000,638.4000000,638.4000000,638.4000000
PPX-TDG,1,20220208,181000,636.1000000,636.1000000,636.1000000,636.1000000
PPX-TDG,1,20220208,184100,639.4000000,639.4000000,639.3000000,639.3000000
PPX-TDG,1,20220208,184200,639.8000000,640.1000000,639.8000000,640.1000000
PPX-TDG,1,20220208,184900,640.5000000,640.5000000,640.5000000,640.5000000
PPX-TDG,1,20220208,190700,639.9000000,639.9000000,639.9000000,639.9000000
PPX-TDG,1,20220208,201300,644.3000000,644.3000000,644.3000000,644.3000000
PPX-TDG,1,20220208,202000,644.0000000,644.0000000,644.0000000,644.0000000
PPX-TDG,1,20220208,202200,644.0000000,644.0000000,644.0000000,644.0000000
PPX-TDG,1,20220208,205300,644.2000000,644.2000000,644.2000000,644.2000000
PPX-TDG,1,20220208,205600,644.9000000,646.9000000,644.9000000,646.9000000
PPX-TDG,1,20220208,211500,647.5000000,647.5000000,647.5000000,647.5000000
PPX-TDG,1,20220208,214000,647.6000000,647.6000000,647.6000000,647.6000000
PPX-TDG,1,20220208,234700,651.5000000,651.5000000,651.5000000,651.5000000
PPX-TDG,1,20220208,234800,650.6000000,650.6000000,650.6000000,650.6000000
PPX-TDG,1,20220209,000300,650.8000000,650.8000000,650.8000000,650.8000000
PPX-TDG,1,20220209,002700,650.8000000,650.8000000,650.8000000,650.8000000
PPX-TDG,1,20220209,102800,648.3000000,649.8000000,648.3000000,649.8000000
PPX-TDG,1,20220209,110400,651.7000000,651.7000000,651.7000000,651.7000000
PPX-TDG,1,20220209,115000,653.4000000,653.4000000,653.4000000,653.4000000
PPX-TDG,1,20220209,120100,653.3000000,653.3000000,653.3000000,653.3000000
PPX-TDG,1,20220209,120800,652.4000000,652.4000000,652.4000000,652.4000000
PPX-TDG,1,20220209,121400,651.4000000,651.4000000,651.1000000,651.1000000
PPX-TDG,1,20220209,130300,649.7000000,649.7000000,649.7000000,649.7000000
PPX-TDG,1,20220209,140800,649.0000000,649.0000000,649.0000000,649.0000000
PPX-TDG,1,20220209,144200,646.7000000,646.7000000,646.7000000,646.7000000
PPX-TDG,1,20220209,144700,646.8000000,646.8000000,646.8000000,646.8000000
PPX-TDG,1,20220209,152100,647.4000000,647.4000000,647.4000000,647.4000000
PPX-TDG,1,20220209,162100,648.6000000,648.6000000,648.6000000,648.6000000
PPX-TDG,1,20220209,163300,649.8000000,649.8000000,649.8000000,649.8000000
PPX-TDG,1,20220209,163800,649.7000000,649.7000000,649.7000000,649.7000000
PPX-TDG,1,20220209,164200,650.2000000,650.2000000,650.2000000,650.2000000
PPX-TDG,1,20220209,165900,655.2000000,655.2000000,655.2000000,655.2000000
PPX-TDG,1,20220209,181300,649.3000000,649.3000000,649.3000000,649.3000000
PPX-TDG,1,20220209,182400,647.5000000,647.5000000,647.5000000,647.5000000
PPX-TDG,1,20220209,182700,647.5000000,647.5000000,647.5000000,647.5000000
PPX-TDG,1,20220209,183800,649.0000000,649.0000000,649.0000000,649.0000000
PPX-TDG,1,20220209,191600,649.2000000,649.2000000,649.2000000,649.2000000
PPX-TDG,1,20220209,200100,645.0000000,645.0000000,645.0000000,645.0000000
PPX-TDG,1,20220209,201800,645.8000000,645.8000000,645.8000000,645.8000000
PPX-TDG,1,20220209,203200,645.7000000,645.7000000,645.7000000,645.7000000
PPX-TDG,1,20220209,203300,645.8000000,645.8000000,645.8000000,645.8000000
PPX-TDG,1,20220209,221900,647.8000000,647.8000000,647.8000000,647.8000000
PPX-TDG,1,20220209,222100,648.4000000,648.4000000,648.4000000,648.4000000
PPX-TDG,1,20220209,222300,648.4000000,648.4000000,648.4000000,648.4000000
PPX-TDG,1,20220209,222400,649.0000000,649.0000000,649.0000000,649.0000000
PPX-TDG,1,20220209,230400,649.2000000,649.2000000,649.2000000,649.2000000
PPX-TDG,1,20220210,000300,650.2000000,650.2000000,650.2000000,650.2000000
PPX-TDG,1,20220210,002700,650.2000000,650.2000000,650.2000000,650.2000000
PPX-TDG,1,20220210,100100,649.8000000,649.8000000,649.8000000,649.8000000
PPX-TDG,1,20220210,104200,649.8000000,649.8000000,649.8000000,649.8000000
PPX-TDG,1,20220210,104300,648.4000000,648.4000000,646.4000000,646.4000000
PPX-TDG,1,20220210,104500,647.9000000,647.9000000,647.9000000,647.9000000
PPX-TDG,1,20220210,111200,647.3000000,647.3000000,647.3000000,647.3000000
PPX-TDG,1,20220210,112000,647.8000000,647.8000000,647.8000000,647.8000000
PPX-TDG,1,20220210,113900,646.4000000,646.4000000,646.4000000,646.4000000
PPX-TDG,1,20220210,123500,644.8000000,644.8000000,644.8000000,644.8000000
PPX-TDG,1,20220210,125200,642.8000000,642.8000000,642.8000000,642.8000000
PPX-TDG,1,20220210,125700,642.2000000,642.2000000,642.2000000,642.2000000
PPX-TDG,1,20220210,125900,642.3000000,642.3000000,642.3000000,642.3000000
PPX-TDG,1,20220210,130000,641.9000000,641.9000000,641.9000000,641.9000000
PPX-TDG,1,20220210,130500,640.6000000,640.6000000,640.6000000,640.6000000
PPX-TDG,1,20220210,130600,641.0000000,641.0000000,641.0000000,641.0000000
PPX-TDG,1,20220210,131800,641.5000000,641.5000000,641.5000000,641.5000000
PPX-TDG,1,20220210,134600,641.6000000,641.6000000,641.6000000,641.6000000
PPX-TDG,1,20220210,135800,642.3000000,642.3000000,642.3000000,642.3000000
PPX-TDG,1,20220210,141000,641.5000000,641.5000000,641.5000000,641.5000000
PPX-TDG,1,20220210,150700,640.0000000,640.0000000,640.0000000,640.0000000
PPX-TDG,1,20220210,150900,640.0000000,640.0000000,640.0000000,640.0000000
PPX-TDG,1,20220210,151500,640.4000000,640.4000000,640.4000000,640.4000000
PPX-TDG,1,20220210,151900,640.0000000,640.0000000,640.0000000,640.0000000
PPX-TDG,1,20220210,160300,640.7000000,640.7000000,640.7000000,640.7000000
PPX-TDG,1,20220210,160500,640.8000000,640.8000000,640.8000000,640.8000000
PPX-TDG,1,20220210,162100,639.6000000,639.6000000,639.6000000,639.6000000
PPX-TDG,1,20220210,163300,635.1000000,635.1000000,635.0000000,635.0000000
PPX-TDG,1,20220210,164300,634.8000000,634.8000000,634.8000000,634.8000000
PPX-TDG,1,20220210,165600,633.0000000,633.0000000,633.0000000,633.0000000
PPX-TDG,1,20220210,170100,632.1000000,632.1000000,632.1000000,632.1000000
PPX-TDG,1,20220210,172500,630.0000000,630.0000000,630.0000000,630.0000000
PPX-TDG,1,20220210,173900,630.1000000,630.1000000,630.1000000,630.1000000
PPX-TDG,1,20220210,174800,630.5000000,630.5000000,630.5000000,630.5000000
PPX-TDG,1,20220210,175200,631.1000000,631.1000000,631.1000000,631.1000000
PPX-TDG,1,20220210,181000,632.9000000,632.9000000,632.9000000,632.9000000
PPX-TDG,1,20220210,183500,630.0000000,630.0000000,630.0000000,630.0000000
PPX-TDG,1,20220210,184100,630.4000000,630.4000000,630.4000000,630.4000000
PPX-TDG,1,20220210,184200,630.5000000,630.5000000,630.5000000,630.5000000
PPX-TDG,1,20220210,185100,630.5000000,630.5000000,630.5000000,630.5000000
PPX-TDG,1,20220210,185200,629.7000000,629.7000000,629.7000000,629.7000000
PPX-TDG,1,20220210,190100,630.5000000,630.5000000,630.5000000,630.5000000
PPX-TDG,1,20220210,190500,630.5000000,630.5000000,630.5000000,630.5000000
PPX-TDG,1,20220210,191100,630.2000000,630.2000000,630.2000000,630.2000000
PPX-TDG,1,20220210,191300,630.1000000,630.1000000,630.1000000,630.1000000
PPX-TDG,1,20220210,194300,629.6000000,629.6000000,629.6000000,629.6000000
PPX-TDG,1,20220210,194800,630.4000000,630.4000000,630.4000000,630.4000000
PPX-TDG,1,20220210,195200,630.4000000,630.4000000,630.4000000,630.4000000
PPX-TDG,1,20220210,201400,630.5000000,630.5000000,630.5000000,630.5000000
PPX-TDG,1,20220210,201500,631.1000000,631.1000000,631.1000000,631.1000000
PPX-TDG,1,20220210,202800,631.2000000,631.2000000,631.2000000,631.2000000
PPX-TDG,1,20220210,204900,628.7000000,628.7000000,628.7000000,628.7000000
PPX-TDG,1,20220210,211900,628.0000000,628.0000000,628.0000000,628.0000000
PPX-TDG,1,20220210,212000,628.6000000,628.6000000,628.6000000,628.6000000
PPX-TDG,1,20220210,212200,627.7000000,627.7000000,627.7000000,627.7000000
PPX-TDG,1,20220210,212900,627.9000000,627.9000000,627.9000000,627.9000000
PPX-TDG,1,20220210,213300,627.6000000,627.6000000,627.6000000,627.6000000
PPX-TDG,1,20220210,213800,625.8000000,625.8000000,625.8000000,625.8000000
PPX-TDG,1,20220210,221600,625.7000000,625.7000000,625.7000000,625.7000000
PPX-TDG,1,20220210,221700,625.6000000,625.6000000,625.6000000,625.6000000
PPX-TDG,1,20220210,222000,625.2000000,625.2000000,625.2000000,625.2000000
PPX-TDG,1,20220210,224300,626.5000000,626.5000000,626.5000000,626.5000000
PPX-TDG,1,20220210,230900,626.4000000,626.4000000,626.4000000,626.4000000
PPX-TDG,1,20220210,231500,627.1000000,627.1000000,627.1000000,627.1000000
PPX-TDG,1,20220210,232900,626.9000000,632.0000000,626.9000000,632.0000000
PPX-TDG,1,20220210,233000,635.0000000,639.9000000,635.0000000,635.0000000
PPX-TDG,1,20220210,233100,635.0000000,635.0000000,632.0000000,632.0000000
PPX-TDG,1,20220210,233200,630.0000000,637.0000000,630.0000000,637.0000000
PPX-TDG,1,20220210,233300,635.0000000,635.0000000,635.0000000,635.0000000
PPX-TDG,1,20220210,233400,635.0000000,635.0000000,635.0000000,635.0000000
PPX-TDG,1,20220210,233600,632.0000000,632.0000000,628.0000000,628.0000000
PPX-TDG,1,20220210,233700,630.0000000,630.0000000,630.0000000,630.0000000
PPX-TDG,1,20220210,233800,635.0000000,639.0000000,632.0000000,632.0000000
PPX-TDG,1,20220210,234000,628.0000000,628.0000000,628.0000000,628.0000000
PPX-TDG,1,20220210,234300,627.0000000,627.0000000,627.0000000,627.0000000
PPX-TDG,1,20220210,234400,630.0000000,630.0000000,630.0000000,630.0000000
PPX-TDG,1,20220211,000000,635.0000000,635.0000000,635.0000000,635.0000000
PPX-TDG,1,20220211,000300,633.5000000,633.5000000,633.5000000,633.5000000
PPX-TDG,1,20220211,002700,633.5000000,633.5000000,633.5000000,633.5000000
PPX-TDG,1,20220211,100100,631.7000000,631.7000000,629.5000000,629.5000000
PPX-TDG,1,20220211,100200,628.8000000,628.8000000,628.8000000,628.8000000
PPX-TDG,1,20220211,100300,631.7000000,631.7000000,631.7000000,631.7000000
PPX-TDG,1,20220211,100600,627.9000000,627.9000000,626.9000000,626.9000000
PPX-TDG,1,20220211,105000,630.1000000,630.1000000,630.1000000,630.1000000
PPX-TDG,1,20220211,110200,621.3000000,621.3000000,620.7000000,620.7000000
PPX-TDG,1,20220211,112100,624.5000000,624.5000000,624.5000000,624.5000000
PPX-TDG,1,20220211,112700,623.5000000,623.5000000,623.2000000,623.2000000
PPX-TDG,1,20220211,112800,623.2000000,623.2000000,623.2000000,623.2000000
PPX-TDG,1,20220211,113900,623.3000000,623.3000000,623.3000000,623.3000000
PPX-TDG,1,20220211,114300,625.0000000,625.0000000,625.0000000,625.0000000
PPX-TDG,1,20220211,115000,626.0000000,626.0000000,626.0000000,626.0000000
PPX-TDG,1,20220211,122500,623.2000000,623.2000000,623.2000000,623.2000000
PPX-TDG,1,20220211,123000,622.8000000,622.8000000,622.8000000,622.8000000
PPX-TDG,1,20220211,125200,621.0000000,621.0000000,621.0000000,621.0000000
PPX-TDG,1,20220211,130200,621.4000000,621.4000000,621.4000000,621.4000000
PPX-TDG,1,20220211,135700,622.5000000,622.5000000,622.5000000,622.5000000
PPX-TDG,1,20220211,140700,621.0000000,621.0000000,621.0000000,621.0000000
PPX-TDG,1,20220211,140900,620.3000000,620.3000000,620.3000000,620.3000000
PPX-TDG,1,20220211,141300,620.5000000,620.5000000,620.5000000,620.5000000
PPX-TDG,1,20220211,141400,620.3000000,620.3000000,620.3000000,620.3000000
PPX-TDG,1,20220211,141700,620.5000000,620.5000000,620.5000000,620.5000000
PPX-TDG,1,20220211,141800,620.0000000,620.0000000,620.0000000,620.0000000
PPX-TDG,1,20220211,143800,619.7000000,619.7000000,619.7000000,619.7000000
PPX-TDG,1,20220211,144900,619.0000000,619.0000000,619.0000000,619.0000000
PPX-TDG,1,20220211,150100,618.8000000,618.8000000,618.8000000,618.8000000
PPX-TDG,1,20220211,150300,619.5000000,619.5000000,619.5000000,619.5000000
PPX-TDG,1,20220211,151400,619.8000000,619.8000000,619.8000000,619.8000000
PPX-TDG,1,20220211,151800,621.3000000,621.3000000,621.3000000,621.3000000
PPX-TDG,1,20220211,153000,621.8000000,622.2000000,621.8000000,622.2000000
PPX-TDG,1,20220211,153100,621.6000000,621.6000000,621.6000000,621.6000000
PPX-TDG,1,20220211,154300,621.8000000,621.8000000,621.8000000,621.8000000
PPX-TDG,1,20220211,164200,622.5000000,622.8000000,622.5000000,622.8000000
PPX-TDG,1,20220211,164300,623.0000000,623.6000000,623.0000000,623.6000000
PPX-TDG,1,20220211,170000,624.9000000,624.9000000,624.9000000,624.9000000
PPX-TDG,1,20220211,170400,625.0000000,625.0000000,625.0000000,625.0000000
PPX-TDG,1,20220211,172200,625.0000000,625.0000000,625.0000000,625.0000000
PPX-TDG,1,20220211,174900,622.3000000,622.3000000,622.3000000,622.3000000
PPX-TDG,1,20220211,180500,621.4000000,621.4000000,621.4000000,621.4000000
PPX-TDG,1,20220211,180700,622.3000000,622.3000000,622.3000000,622.3000000
PPX-TDG,1,20220211,182000,620.4000000,620.4000000,620.4000000,620.4000000
PPX-TDG,1,20220211,182500,619.9000000,619.9000000,619.9000000,619.9000000
PPX-TDG,1,20220211,190700,621.5000000,621.5000000,621.5000000,621.5000000
PPX-TDG,1,20220211,193000,620.2000000,620.2000000,620.2000000,620.2000000
PPX-TDG,1,20220211,193700,619.8000000,619.8000000,619.8000000,619.8000000
PPX-TDG,1,20220211,194000,619.5000000,619.5000000,619.5000000,619.5000000
PPX-TDG,1,20220211,195000,619.9000000,619.9000000,619.9000000,619.9000000
PPX-TDG,1,20220211,200100,620.1000000,620.1000000,620.1000000,620.1000000
PPX-TDG,1,20220211,201600,619.7000000,619.7000000,619.7000000,619.7000000
PPX-TDG,1,20220211,201700,619.5000000,619.5000000,619.5000000,619.5000000
PPX-TDG,1,20220211,202500,619.1000000,619.1000000,619.1000000,619.1000000
PPX-TDG,1,20220211,204400,620.0000000,620.0000000,620.0000000,620.0000000
PPX-TDG,1,20220211,204500,620.4000000,620.4000000,620.4000000,620.4000000
PPX-TDG,1,20220211,210900,619.1000000,619.1000000,619.0000000,619.0000000
PPX-TDG,1,20220211,211500,619.6000000,619.6000000,619.6000000,619.6000000
PPX-TDG,1,20220211,212100,618.5000000,618.5000000,618.5000000,618.5000000
PPX-TDG,1,20220211,212600,619.0000000,619.0000000,619.0000000,619.0000000
PPX-TDG,1,20220211,213100,618.0000000,618.0000000,618.0000000,618.0000000
PPX-TDG,1,20220211,213300,618.0000000,618.0000000,618.0000000,618.0000000
PPX-TDG,1,20220211,213900,616.1000000,616.1000000,616.1000000,616.1000000
PPX-TDG,1,20220211,214300,616.0000000,616.0000000,616.0000000,616.0000000
PPX-TDG,1,20220211,214600,616.0000000,616.0000000,616.0000000,616.0000000
PPX-TDG,1,20220211,214800,615.5000000,615.7000000,615.5000000,615.7000000
PPX-TDG,1,20220211,215700,616.7000000,616.7000000,616.7000000,616.7000000
PPX-TDG,1,20220211,221100,617.1000000,617.1000000,617.1000000,617.1000000
PPX-TDG,1,20220211,221500,617.1000000,617.1000000,617.1000000,617.1000000
PPX-TDG,1,20220211,221600,617.0000000,617.0000000,617.0000000,617.0000000
PPX-TDG,1,20220211,221900,617.1000000,617.1000000,617.1000000,617.1000000
PPX-TDG,1,20220211,223300,614.7000000,614.7000000,614.7000000,614.7000000
PPX-TDG,1,20220211,225800,615.4000000,615.4000000,615.4000000,615.4000000
PPX-TDG,1,20220211,225900,615.4000000,615.4000000,615.4000000,615.4000000
PPX-TDG,1,20220211,230400,615.1000000,615.1000000,615.1000000,615.1000000
PPX-TDG,1,20220211,230800,615.5000000,615.5000000,615.5000000,615.5000000
PPX-TDG,1,20220211,231700,615.6000000,615.6000000,615.6000000,615.6000000
PPX-TDG,1,20220211,232200,615.1000000,615.1000000,615.1000000,615.1000000
PPX-TDG,1,20220211,233100,615.2000000,615.2000000,615.2000000,615.2000000
PPX-TDG,1,20220211,233500,614.3000000,614.3000000,614.3000000,614.3000000
PPX-TDG,1,20220211,233600,615.1000000,615.1000000,614.2000000,614.2000000
PPX-TDG,1,20220211,233700,613.4000000,613.4000000,613.4000000,613.4000000
